Review Id,User Name,Review,Rating,Date of Review,reviewCreatedVersion
7f567877-a1ae-4fe7-80e3-c5d82c0c39eb,N1NJASOAP,håper jeg ikke får bruk for denne appen,4,2023-02-12 01:04:20,6.0.9
f61cb407-0ef5-4582-8d5b-541946830fee,Michael Forbes,Jeg får ikke registrert den ordentlig. Når jeg skal godkjenne tlfnr mens jeg er på nett gir den beskjeden: Could not complete the action. Please check you have internet access. Veldig rart fordi jeg har prøvd med både wifi og mobildata.,2,2022-09-26 16:56:41,6.0.7
d2475d1c-a0f9-4f9c-a5cc-768a16dc9046,Morale Kadiri,Am yet to use it,4,2022-04-16 16:19:29,5.0.12
7612ebee-0c46-4cdd-bdca-d0dcd4575b4d,Ole Anders Røsand,"App forsøkt uten hell. Usikker på hva som skjedde men kom ikke igjennom. Måtte til slutt ringe 113 som vanlig. Sendte mail til support da jeg tenkte at dette ville være i utviklers interesse å finne ut av, men har ikke hørt noe mer fra de. Ideen er jo god, men i en stressende situasjon bør det være enkelt å bruke en slik app.",1,2021-06-13 21:56:28,5.0.12
b341cd01-5659-4a5a-95f6-9602be711080,A Google user,Fint med dark mode men hvor bytter man tilbake til light mode?,5,2021-03-24 12:42:02,5.0.12
7ead28ce-1f99-428d-ac50-23670295406e,Olav Birkeland,Please add dark mode.,5,2021-03-23 09:47:24,5.0.8
ca7269b5-1a73-492f-9dd5-5c987c8b4d28,Paul Richards,"Hopefully a life saving app, great idea & easy to use.",5,2021-02-22 09:29:20,5.0.0
0f68608a-9105-4487-871f-4da7470ac458,Martin KOS,"Det burde være mulig å endre språk i appen, den følger telefonspråket. Jeg foretrekker å ha telefonen på engelsk, men i en situasjon hvor denne appen er nødvendig er det vel lurt å kunne ha den på morsmålet sitt.",4,2020-10-02 15:38:14,4.5.8
c6eac352-2559-42a5-8d3a-82deccc3fd55,Aayush Chhetri,Jeg lastet ned appen og registrert mitt nummer men etter på kommer faktura hver måned..😑😑😑,1,2020-09-17 09:50:31,4.4.7
7912c20e-cc29-4d3b-92e2-5dd1966e7c7e,Dat Nguyen,Đạt Nguyên,5,2020-06-02 08:25:19,4.4.7
cf5e2bd0-3f67-4a6b-a716-d0ed4009da59,A Google user,"If you ever visit the beatiful Norwegian mountains, this app is for you if you are in an emergency!",5,2020-03-12 20:36:31,4.4.7
710348dc-a262-42cd-8401-f75940a48961,A Google user,Bra app! Skulle ønske at man fikk opp rytme man skal holde når man gjør CPR.,5,2020-01-07 15:22:01,4.4.7
3403f639-9807-49cd-a561-ff583de516b6,A Google user,Er det noen andre som synes lat/long-tallene er skrevet med altfor liten skrift?,3,2019-02-24 00:43:32,4.1.2
dc48ddd9-e4c3-4394-9d91-281b68b6768b,A Google user,appen fungerer nå!,5,2019-02-21 11:41:34,4.1.2
d03ac04f-5828-4a69-90b1-2079f8fd12e4,A Google user,This app got my mom the help she needed when she had a heart attack. 5/5 ez.,5,2018-12-21 11:56:18,3.5.2
b7ac70a7-9c0b-4620-9d22-42ae9fdce1b5,A Google user,"Great app, would get 5 stars if it had the first aid cross on the app icon so its more easy to spot in an emergency. Thanks",4,2018-11-19 04:59:58,3.5.2
6ef50e13-a62c-4191-9065-0088f063c234,A Google user,Burde være mulighet for å endre koordinater fra lat/long til UTM. HRS bruker UTM,5,2018-08-23 10:03:29,3.5.2
b7ea953f-3848-4d99-b3a1-08b0d1221073,A Google user,"Appen har til tider problemer med å finne posisjonen. Burde bruke celle 
informasjon i tillegg til GPS, slik google map gjør.",2,2018-08-19 22:02:45,3.5.2
bfc03a34-d6af-4120-8376-5f622406a481,A Google user,All I can say is that it's really handy to have installed in case something should happen it can save life's,5,2018-03-31 02:13:57,3.5.2
cbf4f025-c486-49a6-91ba-d11505ae3d4d,A Google user,"A vital and important app I recommend to all my friends and family members. Surely this app will save both lifes and save critical time. In the heat of moment of potential car accident, a fire or medical emergency one does not have to spend time finding out street or area name as your GPS coordinations are directly sent to the operator.",5,2018-03-06 03:10:08,3.5.2
4b8d8350-3fcf-45a7-8d25-808fe2803bcd,A Google user,Jeg liker den appen,5,2017-04-27 02:22:02,3.03
452ccb85-ed4d-4723-ab89-6d5623ef67f5,A Google user,Lur app å ha,5,2017-03-27 19:29:43,3.01
