Review Id,User Name,Review,Rating,Date of Review,reviewCreatedVersion
aa34cb13-8606-4d9e-b63f-f6b18fa81872,Eki Tee,"With the older version, when you called 112 normally (without starting this application), the cage received location information from somewhere (maybe this application sent it in the background). The new version asks for location data permission all the time (or after the Android update, Android is smarter and monitors applications) -> incomprehensible that I should send location data to the app maker all the time -> it's ok to send it when I call 112. I have to delete it because I don't want to receive that query a few minutes",1,26-01-2023,4.4.12
9ef64c7a-ecf5-44ca-be2c-94b59132f5b3,Timo Virtanen,App is constantly requesting permission for location. I have granted permission while using the app but I don't want it to be tracking location on background. Now I get constant location requests and whats even Worse I can not use the app unless i grant the permission because when i open the app request popup keeps popping over and over even if i press cancel thus making the app impossible to use.,2,24-01-2023,4.4.11
26b8886f-ec31-466b-8bc1-dc8530f033fe,Jarkko Räsänen,"The program forces send location information in the background. I don't think this should be mandatory. If so, it should be ensured that the location information is not removed from the device during normal use (an emergency call is not normal use). Based on the location, the announcements can also be filtered manually on the device and it should not require the location to be sent to the server for possible recording (person spying!).",2,20-01-2023,4.4.11
bae05787-a007-4e0b-9abd-f582a1a7b56c,Hyhb Hyhb,"How to turn off unnecessary traffic announcements (sohjoinem driving weather etc. smart-free warnings) so that essential traffic announcements remain on (crash, road blocked )?",2,19-01-2023,4.3.3
a7b8bbf7-00af-4bb5-b7f3-94c7228439e0,Tommi Paananen,"The new version crashes after approx. 30 seconds if you don't give continuous permission to location, but only when the application is running. You have to be quick when dealing with an emergency before tuut tuut tuut...",1,18-01-2023,4.4.7
a18a22b3-2bd7-42f7-8f01-9e66539f66ff,FinnickF0x10,"It would be good to have a 3-second time trigger in that 112 call section because I have already managed to call the emergency center many times. Both times the emergency center got the exact location where I was. The first time I used it, I was surprised how many settings had to be accepted in order to be able to make a call (location acceptance, entering my own phone number, and thirdly, you have to accept that the application can proceed to make the call). The danger sounds are clear and the user interface is suitably simple. I have not received so-called ""useless"" danger notifications from outside the municipality of residence.",5,18-01-2023,4.3.3
ab34b22d-cddd-4dc8-ba6d-499784866de1,Axxount,"The notification settings of the application need work. The vibration style feels to me like someone is calling, and then there is a traffic bulletin or an official bulletin. It would be good for these to have their own vibration style settings and be separate from the danger notices. Now I had to remove the vibration from the phone side as well, but it wasn't enough under ""Authority notices"", I also had to remove ""rn-push-notification-channel""? Pretty confusing. Yes, and the numbers in the ""Services"" section could be a little clearer and faster to find.",4,18-01-2023,4.4.7
0afdd2f7-bcc6-4302-8c27-8ff0f30ff15c,Olavi Murto,I love the traffic Warnings when there is a close road.,3,12-12-2022,4.3.3
056388db-03d4-4528-85a4-3b2d5796de0f,Myrene Duerto,Very useful. Can defenetly save lives.,5,24-11-2022,4.3.3
b917340b-aff1-4172-951d-fecbffbab64f,kitty exe has stopped working,"Trafikmessage kommer ofta endas på Finska, och om de kommer på svenska så är det när varningen inte langger är relevant... Har inte austen auch av de andra funktionerna så kan inte ge någ Recension för reste av appen",5,19-10-2022,4.3.3
15b807cc-2afe-411e-82c2-e57065f0a7ae,John,"To save battery, the app could support dark theme. The user interface of the application differs from the usual Android applications. The application could follow Android's native components in terms of user interface. Using location information in the background significantly increases battery consumption. It certainly wouldn't be a big job to localize the application also into Russian, Estonian, French, German, etc...",3,13-10-2022,4.3.3
fab8f70d-25cb-4072-986e-161f007fdb6f,Uuno Turhapuro,"The application is unusable because it crashes every two seconds allowing Google location services. No thanks, answering doesn't help.",3,22-08-2022,4.3.3
3d1d2baa-970f-43eb-9101-065edb7138aa,Lasse Reinikainen,i killed my dog ​​änd i tindint ket eny help.,1,20-07-2022,4.3.3
7d3e4bad-4bf3-4bf5-abd0-c09e219fcc90,Nuolipyssy klipit,"I opened the app to see how it works. There is no question that he would have let an emergency call be made. First, ten regulations had to be decided. You can't be that stupid! A person in an emergency does not want to decide on a hundred settings, but to get help. You should IMMEDIATELY do something about it!",1,21-05-2022,2.0.19433
d1676e18-00a3-4934-b4d4-82128b954253,Antti Kukkonen,"rn-push-notification-channel notifications (3 pcs), as well as TSLocationManager notification in the settings. It's hard to say what they are, but at least there are traffic announcements, even if ""Traffic Announcements"" is turned off.",1,18-04-2022,4.3.3
d73dac0a-d818-4ec6-ab16-b96732bb9fd5,vesa,"I don't know if the official alerts work when I don't get any kind of regular test announcements from the app. This doesn't include the common siren alarms and I don't listen to the radio all the time. For example, in a nuclear accident, iodine tablets must be taken in a timely manner according to official instructions. I don't know if this will work if needed? This appears to be the only channel for giving feedback. I hope it reaches the developers.",3,22-03-2022,4.3.3
1eb79e77-2076-4c24-9846-37c90440ae54,John Collin,"Verkligen jättebra man har sin position genast, bara man har kontakt med gps eller telefon master-och ström i batterye :)))",1,16-03-2022,4.3.3
dd1aafc3-bdd4-47a0-aba7-01dd669d075d,Mats Ångerman,"Rescue agencies recommend and the cage recommends. There has been no need to call. Many thousands of calls have been made through this (others have called according to statistics) and 500,000 downloads save lives, I recommend it :-)",4,21-02-2022,4.3.3
1da09446-e203-415d-8998-7cb40b87ff79,Jimi Korkala,You can't remove the loud alarm tone in the settings. Just a notification would be enough.,5,11-02-2022,4.2.21
35f2ee1d-4504-4db3-9580-190013883556,Anton Temba,Totally pointless,1,01-11-2021,4.2.21
7f271329-6717-4639-ae59-0b1e091a1eef,RM_ HTMLKoodaaja,"Interface is translated, but Notifications are Finnish-only and not copy/pasteable for translate. Essentially useless if there is a real emergency",1,31-10-2021,4.2.21
d5977332-6509-4ee7-be13-5d2c93b7f329,Aubrey Bailey,"Useful app, but please help me, what kind of jargon are those announcements. Please note that it was done with a machine. Accident sites/road works are announced for 100 km of road sections and some intersections, texts in the style of ""...heading from the direction of Jyväskylä..."" etc.",2,24-10-2021,4.2.21
4adab31c-933c-4475-bcb7-d863f49ca8e9,Patrik Forsman,"Asks for a phone number right at the beginning. When you go to the settings, the non-working software has already removed it. Should this be trusted? GPS accuracy of 150m is also completely useless.",4,29-09-2021,4.2.21
830099e8-ad93-4333-9b26-e6be59c7124e,J N,"Traffic announcements are always double these days, why is this? I had to turn it off because of this.",1,05-09-2021,4.2.21
d3ec0dc4-c1f5-4291-b43c-6f8ea0e2e9ad,Antti Kinnunen,"Other than that, a great app, but when I turned on the traffic information push messages, they come twice every time.",4,06-07-2021,4.2.17
b929e758-75ac-492e-a54c-9b410ad48fee,Kimmo Puranen,"Too much spam, messages shouldn't be sent about any bullshit that happens every other day, and why are the messages in Finnish when the application is set to English?",3,23-06-2021,4.2.17
a8e55c1f-4a3c-434b-a4e8-ee248a52f842,Dolby,Disturbing. Every other day there are notifications about technical problems related to the operation of the emergency center,1,11-02-2021,4.0.3
a32a2b96-737f-4916-a74a-13c90a5df1ec,Tuomas Ahola,I guess the app works but they keep spamming Notifications in Finnish no matter what language is selected so they can shove it up their tailpipes,2,11-02-2021,4.0.3
6b34d08a-68e4-46ac-b48e-cd64fabb0ba4,Marcus Soininen,There are a little too many forced head-splitting beeps at random times from some emergency text in different connections. A rather marginal problem probably wakes up users throughout Finland in the middle of the night and so on. Come up with a better way to inform that user group. I removed the whole app because this just goes on and on.,1,08-02-2021,4.0.3
c069e0a0-edab-4ee4-befe-795f0480173b,Emilia N.,Useful,1,08-02-2021,4.0.3
2fe56852-f483-4eb6-ae68-dbed25ce1f62,Markus tolkki,"It is difficult to rate an app, that hopefully, you never need to use, but the design, layout and information seems very good, as do the comments from other users , so because of what it is, and what it does, it really needs to be given a 5 star rating.",5,02-01-2021,4.0.3
6f176114-d514-4ebb-a295-16cc3e9d8e44,Colin B,"Have never needed the App, which is a good thing. Just received an alert. Couldn't copy the text to translation app. Hopefully it will be possible to copy the text of alerts.",5,07-11-2020,4.0.3
69a648ee-b39d-4db9-9b7c-038da82dae6f,Z. Liu,"Nowadays! Especially positioning is important, but also receiving danger notifications directly to your hand/phone.",2,07-10-2020,4.0.3
8273e27f-548d-4cc0-aaa6-fb0a38a71f47,Tttt Kkkk,"Management of notifications is missing. Disturbances in the mobile phone network do not really interest me at three in the morning, at least not so much that I would like audible notifications.",5,02-10-2020,4.0.3
a3955f18-5bba-49f0-9d0d-6f9147167550,Juho Heikkilä,Amateur hour. Like some student's practice work.,2,21-09-2020,4.0.3
b64dbfac-7564-4a0a-8021-71a847ad26b6,Niklas L,Luckily it's not used 😅,1,01-09-2020,2.0.19433
f48f7a9d-b32d-47a2-843e-18b093007c1a,UncleFankes,Great update. Find information much better,5,31-05-2020,4.0.3
516429ad-d4b9-4bb7-a3cb-a981be459238,Kristian,Usefull,5,31-05-2020,4.0.3
548fe798-a9c8-41f4-a65d-caa31611c096,A Google user,Very useful app. Shows automatically your location to emergency room. It has many other emergency numbers too. Authorities are able to send you public notifications.,5,27-04-2020,3.1.0
001a11ff-378f-4236-b52e-205b35e50a53,A Google user,"The phone reported that the application was searching for my location in the background. When I downloaded the application, I got a picture that the location would only be used in connection with an emergency call.",5,01-04-2020,2.0.0
e5ab655e-2867-428e-b741-124b182e0d88,A Google user,"It's great that the text of the notification is not fully visible and the dropdown symbol is missing, which would have seen the entire text that was tried to be sent in the tests. Many apps can do that nowadays. Back to learning how to code for androids.",1,22-02-2020,2.0.0
2122120f-5a46-446f-b1dd-5059e014edbd,A Google user,"The program would possibly be good in an emergency situation, for example when hiking to some rock with a broken leg. Unfortunately, the location of the phone would have to be constantly turned on in order to get the full benefit of the program, and even if you don't have to, the program will constantly show this kind of notification WHICH CANNOT BE HIDED. Because of that annoying notification, I'm deleting the 112 app.",3,11-02-2020,2.0.0
1cb5c8fc-7cfc-48a3-abac-285beb203a6e,A Google user,"More accurate positioning improves getting help, please download it!",3,19-01-2020,2.0.0
