Review Id,User Name,Review,Rating,Date of Review,reviewCreatedVersion
6a8e22f2-c728-4738-aa4f-62ec044c6e90,skalmelid,Receive messages from all over Sweden even though I have only selected Östergötland. How hard could it be to fix this?,1,2021-06-18 15:25:13,2.6.0
b6fc4ca3-7f2f-4e15-8270-027dac13bf2d,Aleks,"Sometimes works and sometimes doesn't. When a notice appears about, for example, a fire in the area, nothing happens when you press it and try to open it...nothing happens at all anymore. Would be good with at least the possibility to see the history if it is not possible to fix the push notifications.",3,2021-05-14 00:58:57,2.6.0
851cdff9-3a98-42b7-b1f0-1cb7128f4219,Rodrigo Flores,Is it too much to ask for an English version? Thanks.,1,2020-12-07 14:20:34,2.6.0
c1a2dd5c-7d2e-443d-b3db-89a400f34f3c,Peter Liljenroth,"The app does not provide reliable notifications. Today I should have got notifications for my region, everything looks rightly configured, but nothing.",1,2020-12-03 18:52:15,2.6.0
ab15fcfd-8196-4d93-8cc3-751521446f3d,Andy Bones,Notifications are not working.,1,2020-11-06 09:32:36,2.6.0
ec1906f5-5493-44b2-b246-05bb081f79fd,CleanDeskPolicy,"Hi, so the content of the app is very important and therefore find the notification problems particularly tiring. I have selected Västra Götaland County and receive notifications for all counties except it! Heard about stricter advice via work, and not the app. Not OK. All good!",2,2020-10-29 18:56:20,2.6.0
3d827543-2745-4396-a5e4-4fca82f7bfd9,Ulf Persson,"You get the feeling that they widen the definition of crisis to have something to report. It mainly local little incidents a traffic accident, a bit of some from a small fire... Noise",2,2020-07-26 12:21:59,2.6.0
7cf6601d-1ed3-4e8b-b96c-c8fc90750652,A Google user,It remember areas now. The app generally works well.,5,2020-03-07 14:02:17,2.6.0
2148477b-cbb4-4c7a-aa5c-f474a838db3c,A Google user,"It is not possible to deselect counties for which you want an important message (there are settings to do this, but cannot use the settings)",2,2019-06-24 13:44:43,2.5.0
4527225b-f0af-4f98-bc3e-19eed09fa548,A Google user,This app does not remember counties selected. This means you will always get messages for the whole of Sweden.,2,2019-01-08 09:15:43,2.3.0
